Algorithm,Instance,Initial_Score,Score,Number_of_Evaluations,Number_of_Performed_Moves,Number_of_Best_Solution_Updates,Solution,Optimal_Score,Optimal_Solution
simulatedAnnealing,wil100,302084,275626,1034617,46007,0,49 63 34 87 31 86 99 62 14 0 59 33 3 16 42 76 85 61 83 8 20 7 39 88 94 82 38 75 18 56 84 65 79 10 43 6 44 21 72 73 66 77 90 58 4 74 40 92 78 57 81 71 11 22 46 60 12 36 53 13 1 50 37 95 89 2 26 30 23 9 54 69 15 98 68 51 25 70 80 45 29 24 17 48 52 27 55 41 28 97 47 19 35 91 5 64 67 96 93 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298172,275634,548447,44241,0,14 87 63 3 30 62 31 76 91 32 0 99 47 66 33 38 82 42 77 49 86 94 55 75 44 60 64 18 13 6 27 43 78 72 4 89 25 36 74 71 8 16 79 21 53 12 22 9 73 67 85 34 48 10 51 2 46 68 57 88 39 15 40 92 58 37 97 52 41 96 29 50 1 95 11 26 70 17 35 24 83 59 7 90 19 69 5 98 45 54 56 84 20 93 81 61 80 23 65 28 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300606,275654,1061732,44694,0,0 29 99 86 27 42 87 63 31 14 56 84 94 16 7 77 81 82 34 49 59 15 50 40 11 69 43 3 22 91 8 1 90 93 37 58 46 4 9 13 33 79 53 95 92 78 89 66 10 30 61 73 21 75 25 12 36 44 72 62 96 19 45 55 85 60 26 2 38 57 41 17 5 52 39 97 68 71 74 65 67 20 98 35 64 70 51 76 23 80 47 88 83 48 18 24 28 54 6 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301708,275660,698010,37274,0,31 20 57 65 5 93 90 88 34 32 49 6 39 41 10 43 58 16 87 91 85 76 74 38 4 66 68 81 52 23 18 73 72 60 80 51 37 71 82 62 13 64 36 75 25 44 46 2 22 30 83 61 12 78 89 26 70 69 27 28 86 67 9 21 97 95 98 1 84 54 8 45 42 55 53 92 96 11 35 63 56 7 3 79 17 40 15 19 50 48 0 59 77 94 99 33 24 47 29 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299922,275668,550991,39719,0,32 86 88 5 93 20 31 34 87 14 91 52 9 58 23 43 62 16 15 61 54 48 22 51 30 79 82 50 40 99 63 76 69 37 81 4 10 11 18 7 29 35 1 60 46 89 26 92 39 59 47 17 96 33 66 74 25 53 3 0 71 67 98 68 78 12 36 44 75 73 19 8 41 2 95 72 21 90 85 83 64 55 97 27 80 57 38 70 45 13 49 24 84 42 28 65 6 94 77 56 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,295944,275668,1135083,47392,0,91 54 22 30 23 62 63 14 31 32 13 93 69 52 10 16 9 82 86 88 65 81 4 58 43 72 97 27 80 64 35 7 37 92 60 36 68 25 5 28 77 19 40 96 46 89 45 48 98 18 84 17 11 79 15 42 55 29 94 87 33 50 90 95 53 44 26 99 38 24 47 1 3 2 78 21 12 51 76 70 59 66 34 39 57 74 41 75 61 6 49 56 20 85 71 73 8 67 0 83 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298950,275670,1034718,52116,0,32 29 67 88 64 71 6 47 24 49 91 48 76 52 17 96 18 35 54 33 31 50 20 5 94 74 73 19 84 65 9 55 68 60 22 2 57 98 66 42 62 82 51 25 37 26 36 38 28 77 3 15 43 12 4 53 46 90 80 13 30 27 1 10 89 95 44 97 69 45 63 99 75 78 21 72 41 70 81 59 34 87 40 79 39 11 92 58 23 61 14 86 16 7 0 85 83 8 93 56 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300740,275692,942969,45428,0,47 0 20 88 96 48 28 29 67 32 33 73 83 6 17 18 24 71 54 49 59 15 3 66 1 61 11 98 76 31 19 79 53 46 78 12 60 16 8 9 5 77 40 36 37 25 43 82 22 64 50 94 7 41 89 75 51 68 52 91 62 45 92 85 4 44 74 55 69 86 93 21 95 72 30 26 2 97 23 63 56 90 13 57 10 70 38 58 35 42 14 99 65 39 81 80 34 84 27 87 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,297524,275692,865317,35180,0,56 93 41 20 61 80 81 5 84 91 65 90 15 40 28 70 58 97 69 23 13 45 46 95 66 1 19 98 27 54 77 85 43 72 36 37 18 64 42 86 7 92 53 21 79 4 11 52 55 9 73 10 44 12 25 89 60 17 22 35 39 57 6 26 74 2 38 68 76 31 59 88 94 75 51 78 82 16 87 63 83 34 96 3 50 71 24 67 8 49 0 99 33 30 62 47 48 29 14 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300622,275700,809353,49038,0,14 34 62 27 31 6 88 86 63 32 0 99 10 16 9 82 22 48 54 91 73 15 30 7 79 36 43 77 28 23 83 92 72 57 55 78 13 71 65 93 85 75 44 12 89 25 60 18 97 64 45 41 40 53 68 37 46 17 52 19 8 90 21 38 67 4 11 58 98 69 61 70 95 26 74 2 1 96 80 35 59 3 50 51 76 66 33 42 24 47 56 39 20 87 94 5 29 81 84 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299216,275714,1121932,53522,0,32 91 19 69 61 93 62 23 81 49 47 6 24 7 16 51 71 66 85 56 64 54 98 78 11 60 50 2 35 18 88 48 5 17 22 46 52 58 10 39 29 67 1 40 79 37 96 4 95 20 86 55 41 36 15 21 43 74 90 84 9 68 97 89 12 53 92 72 57 73 31 76 25 82 75 44 26 3 34 83 63 27 28 70 42 45 30 38 80 65 14 87 94 77 99 0 33 8 13 59 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301148,275752,1117150,49400,0,49 81 84 93 5 29 16 56 20 14 91 19 59 11 15 50 94 61 73 8 45 69 95 90 22 40 99 75 41 67 7 17 1 53 37 4 79 55 21 9 77 13 66 92 89 25 12 10 78 96 65 36 3 46 97 43 60 85 39 0 83 42 33 58 44 30 80 57 2 72 24 35 98 71 52 68 51 26 74 62 28 54 23 70 34 82 48 38 18 88 32 63 47 64 87 27 86 76 6 31 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298410,275762,662414,40799,0,14 9 67 29 20 8 41 61 73 84 86 88 99 72 79 21 0 83 94 56 34 93 50 5 40 16 15 7 90 59 23 69 58 80 43 53 92 18 33 65 54 97 95 37 1 11 98 17 19 81 91 35 52 25 4 60 96 39 45 13 48 22 10 89 78 55 46 85 57 66 30 27 75 68 12 2 44 36 42 77 63 64 51 76 74 26 70 3 24 47 32 31 82 87 28 71 62 38 6 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298408,275784,1104264,47038,0,0 87 47 70 8 14 84 56 59 61 88 35 98 63 99 16 22 11 15 81 86 94 48 27 29 5 19 40 90 69 39 24 67 75 41 21 51 95 50 1 64 96 17 55 89 53 2 92 37 7 18 76 52 68 25 78 26 10 4 80 6 74 82 38 44 60 46 85 58 66 31 42 54 36 12 9 43 79 3 20 83 57 28 45 97 72 33 30 34 23 32 49 71 77 65 73 62 13 91 93 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300502,275790,587181,41570,0,91 63 42 23 28 61 69 27 54 86 31 87 22 76 80 64 58 97 9 84 49 38 82 43 18 24 11 98 16 29 77 81 36 25 68 70 35 94 1 5 34 99 89 46 26 37 7 40 15 19 3 4 74 12 39 51 60 52 50 20 59 65 10 75 45 95 90 48 79 17 30 66 44 72 92 41 53 55 21 93 33 13 71 57 85 2 78 67 8 47 32 62 73 6 83 96 56 0 88 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299772,275798,553561,37490,0,0 99 62 14 87 88 94 63 86 32 56 34 30 15 82 7 16 27 48 29 8 90 92 43 40 11 79 50 55 93 61 10 58 51 22 69 21 84 9 47 70 23 26 46 81 2 78 1 95 19 80 28 12 53 89 37 60 98 97 5 45 38 44 25 68 4 75 66 52 64 73 85 72 36 41 71 18 35 67 17 13 57 33 77 96 74 42 76 54 24 59 83 65 3 39 6 31 20 91 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300566,275800,1104558,52924,0,14 87 61 8 16 22 84 81 56 59 0 99 27 70 58 11 23 69 90 47 62 63 15 38 44 98 2 1 34 66 94 82 75 42 21 53 50 46 3 33 9 40 45 12 92 26 95 10 93 13 86 55 97 89 60 51 30 78 7 77 31 5 79 72 36 43 80 4 85 73 64 76 25 68 74 37 35 57 83 65 88 67 52 41 18 17 19 39 6 20 32 29 48 28 96 24 54 91 71 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299250,275816,719643,36782,0,32 83 30 96 64 5 93 91 88 31 23 65 13 18 52 43 17 35 39 86 80 72 36 58 4 37 95 69 81 20 62 57 2 74 89 46 66 22 10 34 71 85 26 60 68 51 1 50 7 54 28 12 92 79 25 40 19 11 82 48 97 38 44 3 98 78 15 75 16 63 70 41 21 53 55 6 90 84 87 27 61 73 45 33 67 24 47 59 94 29 0 8 9 42 76 77 56 49 99 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301006,275836,1063728,52851,0,49 8 67 47 84 33 59 29 56 14 32 24 35 96 48 17 19 20 50 5 61 54 98 71 73 66 1 16 15 88 9 76 52 22 18 78 53 11 79 0 97 69 55 2 60 46 37 21 40 94 64 42 82 51 12 89 75 95 93 86 45 77 27 25 26 13 92 43 7 99 70 87 68 36 85 44 4 90 3 83 80 58 41 74 57 10 30 34 72 39 28 91 23 6 38 65 81 63 62 31 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298382,275850,597454,45115,0,32 54 64 31 76 88 20 67 29 86 24 19 35 18 6 98 17 83 48 47 28 52 96 43 74 71 39 15 79 0 91 5 37 25 68 41 1 50 40 63 45 97 36 72 60 44 3 75 55 85 33 30 66 89 82 51 12 53 78 62 77 57 9 4 92 26 95 73 21 99 13 42 22 46 38 2 11 94 27 8 65 80 69 58 10 90 34 7 16 87 49 93 81 23 84 70 59 61 56 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,297332,275886,542361,42045,0,83 34 80 33 23 28 72 30 62 14 20 8 96 2 53 9 50 3 29 0 73 84 70 26 21 15 79 95 27 99 59 90 74 44 45 12 36 13 38 56 61 85 18 1 92 43 66 40 97 42 41 57 69 4 37 46 89 22 94 77 39 58 24 68 11 51 25 81 82 87 65 10 98 71 7 60 78 75 55 63 88 67 35 17 52 64 48 76 86 31 6 16 54 47 19 93 5 91 32 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,297990,275904,971026,48786,0,32 62 63 87 31 27 14 34 86 91 28 48 54 82 22 75 30 23 99 83 0 88 16 38 51 44 36 43 10 39 71 6 9 74 60 68 72 58 57 65 8 79 55 76 12 25 52 92 85 13 67 41 21 78 97 89 37 42 93 45 96 73 53 2 26 46 4 95 7 77 29 15 11 94 40 3 18 90 81 56 20 98 19 1 50 66 17 84 35 59 47 61 24 70 5 64 33 80 69 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299216,275914,541711,45721,0,14 67 9 63 27 29 64 69 91 86 8 94 76 55 84 97 1 5 19 54 31 45 41 25 68 50 52 17 7 93 61 75 82 12 40 79 48 80 88 20 99 21 26 89 30 60 37 51 10 28 62 38 72 36 4 78 92 43 16 85 87 42 74 44 2 95 11 58 39 34 0 73 96 53 22 15 18 90 57 23 56 59 3 70 81 46 98 35 6 83 49 33 77 13 66 71 47 24 65 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301154,275932,701935,45421,0,32 49 91 31 87 76 63 62 0 14 54 71 11 82 16 29 99 50 34 8 88 35 33 69 22 15 1 66 3 47 48 17 52 5 43 67 79 74 20 59 6 96 42 37 94 53 4 2 73 84 24 19 98 46 25 89 78 95 21 90 39 18 81 68 60 40 75 44 72 61 28 77 36 58 92 41 12 38 23 70 65 57 45 93 9 97 51 26 30 80 83 64 13 86 7 55 10 85 27 56 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300262,275950,1207659,52609,0,32 54 69 23 65 81 13 77 93 91 28 97 19 35 42 80 45 24 5 49 64 1 17 52 58 98 11 70 84 47 29 71 2 37 96 95 46 33 66 50 27 22 30 92 89 4 53 43 90 15 63 48 60 25 68 26 82 40 87 3 55 12 51 36 74 38 44 76 34 59 86 78 7 85 57 10 18 6 94 56 67 79 21 88 39 75 83 99 16 0 8 9 62 41 72 61 73 31 20 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300436,275954,564805,36248,0,32 49 91 87 88 5 16 31 62 14 48 52 84 22 96 9 50 94 30 33 86 35 42 58 82 18 79 43 10 99 63 55 76 38 74 4 72 39 57 65 27 97 8 41 89 60 75 44 92 0 29 17 68 36 25 12 15 53 73 45 64 98 71 81 46 40 66 3 77 13 24 19 11 6 37 78 95 26 85 59 47 67 1 70 2 51 21 90 7 56 28 54 69 61 23 80 20 93 34 83 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299626,275956,997937,43355,0,49 59 77 94 81 39 99 7 56 65 91 84 42 6 87 18 63 31 13 86 54 35 16 74 76 82 3 38 10 34 24 11 58 22 46 43 70 90 57 23 33 69 37 4 68 36 44 92 85 83 19 96 98 88 25 89 64 26 45 28 71 1 52 2 66 60 75 95 30 80 50 17 15 48 53 51 12 27 0 20 47 5 79 55 40 78 97 21 72 93 29 67 8 9 41 32 61 73 62 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299226,275996,703863,41452,0,32 34 54 20 3 76 31 87 91 49 62 61 67 74 66 82 71 85 6 59 83 73 44 38 75 68 18 16 24 39 28 70 41 12 36 60 51 78 57 64 23 9 45 53 26 25 89 10 7 77 72 2 21 79 33 43 4 55 46 65 30 97 58 92 52 37 22 42 11 13 80 69 98 95 1 17 40 63 93 81 8 27 84 90 50 96 48 35 19 47 14 0 86 15 88 29 5 99 94 56 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298898,276010,624048,46986,0,86 88 7 28 63 64 39 87 20 54 27 48 1 69 82 51 10 76 80 34 67 35 98 70 26 68 85 61 58 23 29 24 11 37 2 81 38 74 16 84 40 50 90 52 75 60 4 41 18 31 94 55 21 95 25 89 97 22 9 91 15 5 19 53 46 12 78 71 43 93 99 17 79 92 42 36 44 57 72 6 0 96 77 45 13 30 66 73 83 65 14 47 56 33 62 3 59 8 49 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298232,276116,820179,43949,0,86 87 27 28 31 64 48 88 63 32 0 55 15 97 71 67 76 98 54 29 5 40 75 82 1 51 17 52 47 20 93 79 50 78 11 60 66 16 19 49 94 7 25 43 68 37 6 69 24 91 99 77 53 39 89 46 22 18 35 81 56 42 95 21 12 2 74 4 96 84 13 85 90 92 44 57 10 38 58 65 83 45 3 36 26 70 30 41 33 59 14 62 73 72 34 9 61 23 80 8 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300604,276116,696333,40600,0,32 63 86 34 82 23 28 65 54 91 31 20 93 43 16 9 10 80 58 84 88 30 52 51 60 37 22 97 64 69 48 29 5 12 26 68 46 27 98 81 62 66 72 4 89 25 57 90 38 19 96 17 95 74 44 36 92 41 35 24 47 3 1 2 76 85 39 6 70 87 79 15 40 78 53 55 7 13 18 11 33 50 21 71 75 94 77 45 42 61 0 14 99 67 73 83 59 8 56 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
